1398, 44943
41154, 602
41154, 7453
348, 49849
8338, 9030
2103, 157336
49521, 8536
12994, 867
8698, 218
2277, 264660
301728, 157336
218, 534
10771, 36955
6479, 87101
180, 15357
15512, 602
20526, 87101
1577, 1562
74, 14161
38055, 602
8452, 1635
2756, 14372
8645, 8967
76757, 62
299538, 284053
60935, 1091
38055, 608
157336, 232420
131631, 76341
76757, 19995
9016, 1995
100402, 76338
9016, 1996
27205, 4507
32985, 9017
601, 95
834, 277
4474, 11068
37707, 135397
211387, 10195
27205, 294652
1894, 11
80274, 299687
299538, 99861
62764, 60304
1738, 9697
81796, 602
1724, 1771
608, 602
106, 602
64635, 268490
608, 607
3509, 4771
10483, 602
10771, 646
5876, 157336
2277, 87101
16320, 9502
72545, 78229
122906, 87101
24428, 99861
122906, 127585
11551, 1865
297222, 24420
37933, 129
70160, 93884
5876, 21407
10386, 15512
12994, 979
68726, 87101
1903, 307663
9693, 101299
12180, 1895
7512, 114
22825, 15762
10796, 269332
45612, 193893
271110, 76338
16577, 102899
154, 201
61791, 9836
32985, 37430
264660, 78
293660, 1726
251516, 87101
2675, 11548
42188, 324366
174772, 76726
49849, 76640
3509, 36915
201, 199
74, 602
2675, 17654
1635, 4369
157350, 18885
158015, 380565
929, 714
299534, 76338
49049, 97020
12914, 87101
297222, 68718
284053, 10195
9693, 605
91314, 137113
10796, 155
88751, 135397
440, 299687
8836, 19995
158852, 105
78, 296
8452, 198663
31011, 14874
119450, 75174
44943, 101299
315635, 1771
76726, 7191
435, 89
1576, 159824
605, 24
23048, 112160
7453, 602
440, 137113
198663, 76341
119450, 61791
17431, 286217
166424, 76338
68721, 76338
49529, 8870
152601, 87101
16577, 1771
62215, 113947
1562, 954
14869, 562
72190, 263265
8836, 27576
9920, 10312
9920, 11549
608, 817
244267, 209271
431, 357096
39513, 602
608, 955
262543, 78
257344, 228933
140607, 1891
644, 307663
7249, 12889
332502, 157336
218043, 352041
38055, 395
49529, 2067
16320, 604
16320, 605
360799, 263472
209112, 100402
12437, 123553
244267, 244268
301728, 33660
12244, 2048
1562, 924
13183, 49026
818, 238713
12244, 605
7453, 348
11551, 137113
209112, 14011
14869, 27576
279229, 13475
10328, 11285
1398, 42542
72559, 602
11470, 1884
19898, 157336
9738, 9741
119450, 1705
75612, 19995
14161, 9693
926, 19995
2789, 1892
1738, 605
97370, 157336
315635, 271110
88751, 45361
49530, 76341
76726, 2667
262500, 157336
2756, 644
72545, 1654
9016, 22
72545, 36573
380688, 78
280, 218
438, 281957
601, 602
338676, 294254
605, 2048
299538, 10195
101299, 27576
1738, 251
206487, 673
431, 39918
11253, 155
49047, 140607
286217, 10514
17431, 62
9016, 10693
59967, 27576
9323, 605
46529, 253
37686, 273481
157350, 32302
9383, 1949
98566, 140300
107985, 246655
2048, 281957
87101, 157336
22825, 27576
61791, 1687
14069, 152584
12914, 127585
818, 602
14161, 281957
2277, 78
1562, 294254
198663, 44115
13811, 27576
228066, 76492
38, 300
6479, 605
119450, 63
37707, 78
13460, 54138
4723, 27576
46529, 668
154, 95
152601, 157336
840, 602
9738, 11891
152, 87101
16258, 101299
10200, 828
264660, 76341
51876, 36657
34851, 16866
7551, 127585
12994, 101299
27205, 81188
1771, 76338
12994, 258480
251516, 127585
157353, 201088
122906, 238
8285, 608
7299, 7735
19898, 602
297556, 30061
174772, 7191
286217, 568
201, 817
24428, 271110
286217, 75174
38, 258480
1726, 99861
1562, 7191
8843, 27576
297556, 251768
76341, 4723
331446, 110415
59678, 602
36586, 271110
124905, 39256
39538, 602
127585, 76170
38321, 71676
70981, 7453
72545, 210577
301728, 66125
16320, 140300
15512, 91314
10045, 3989
157353, 605
9383, 10764
16258, 281957
395, 157336
23048, 27066
1562, 170
9620, 362685
6795, 91314
7551, 137113
87421, 27576
284053, 76338
6795, 118340
1452, 9531
4474, 339
49530, 87101
2787, 14161
44943, 1562
87101, 2048
366924, 251768
10796, 106912
11299, 68718
1487, 49521
23048, 37265
315635, 24428
601, 817
42188, 72186
1927, 271110
534, 157336
8965, 579
72559, 75656
10386, 217
10679, 257624
13648, 198663
2114, 644
1895, 11
297222, 4507
5876, 7191
10200, 17654
7299, 36025
7299, 36024
7299, 36022
72710, 679
246655, 118340
644, 348
114478, 157336
257344, 82690
240832, 106646
81, 218
20504, 294254
174772, 13475
315635, 1724
257344, 9763
5876, 605
218784, 294254
7249, 15060
76341, 281957
11299, 176983
1738, 2046
198184, 296
37933, 51739
69315, 16157
206487, 4723
331446, 769
97020, 101299
98566, 604
110415, 49049
297222, 1259
307663, 78
37686, 101299
11548, 601
7512, 36800
174772, 4437
315635, 76338
297222, 36630
118340, 102899
49530, 177572
262504, 157336
262504, 131634
10045, 16869
114478, 19995
601, 10122
81796, 27576
11551, 19995
228066, 13509
10865, 150540
435, 3580
9381, 11427
154, 172
68721, 1726
8698, 87101
76726, 10281
13253, 12889
644, 534
242095, 284427
49521, 127585
71469, 137113
8645, 4771
13183, 49521
2135, 76341
301728, 50241
5549, 281957
206487, 13475
44833, 602
11633, 13981
2787, 7191
137113, 602
80274, 286217
869, 871
8965, 76338
227719, 673
7551, 273481
98566, 194662
5549, 10900
38055, 1368
36586, 209112
13811, 4723
38321, 114372
37686, 76341
114478, 602
22825, 101299
10138, 99861
44833, 4961
19898, 281957
11127, 95
10483, 105
262543, 2048
601, 679
145135, 91314
1576, 101299
74, 49519
13460, 20528
2277, 76341
218784, 159824
13475, 4723
10865, 12
97020, 264660
69315, 140607
196, 9574
12180, 140607
87421, 357096
10138, 271110
2103, 118340
13253, 7249
14869, 245891
41154, 299687
10386, 68726
32985, 30596
91314, 19995
264660, 87101
16320, 24
19995, 54138
9323, 603
180, 807
279229, 11469
12994, 106646
166424, 271110
13648, 157336
158015, 242606
44833, 9538
834, 62
284053, 271110
83542, 500
101299, 281957
34851, 828
13648, 76341
10386, 11544
10881, 131631
98566, 68721
198184, 157336
61791, 10527
262504, 262500
145135, 19995
70160, 314
174772, 602
348, 607
17654, 846
297761, 14011
13475, 54138
10796, 104691
49849, 602
10679, 290305
2135, 177572
101299, 4723
135397, 27578
9606, 28468
135397, 27576
39538, 4961
19898, 286217
80274, 157336
27205, 377
262543, 87101
141052, 183011
4723, 25832
13475, 2164
2048, 97020
10304, 602
1635, 5123
37707, 1930
10304, 601
60935, 4944
19901, 258480
76757, 286217
13253, 15060
8965, 10865
218043, 356457
69315, 1892
869, 19995
1954, 38
12180, 11
1577, 24
227719, 298312
60935, 273248
15512, 840
19898, 140607
75612, 118340
124905, 19545
9606, 27066
297761, 99861
12180, 1892
13460, 19995
299534, 299536
39254, 157336
62215, 50124
435, 216282
14069, 27066
110415, 5876
1903, 603
1487, 49026
1903, 605
332502, 286217
1724, 24428
4723, 281957
2067, 62
2103, 286217
296, 605
1452, 49521
13648, 131631
1272, 602
1272, 605
124905, 15767
1577, 605
20526, 198184
9383, 7512
2103, 19995
38, 4507
81, 296
137113, 49849
604, 87101
17654, 59678
137113, 299687
63, 87101
604, 605
440, 106
1927, 76338
157353, 62
604, 603
1894, 1892
1272, 157336
1487, 155
1894, 1891
227719, 87101
68724, 811
97370, 118340
1894, 1895
299687, 7453
242095, 15472
78, 157336
380688, 157336
70981, 137113
440, 395
137113, 228161
2756, 601
218043, 352079
36648, 1452
31011, 140300
1927, 10195
154, 199
227719, 127585
1398, 840
280, 10134
88751, 35002
8078, 118340
7453, 157336
338676, 321258
12889, 605
37933, 10515
1724, 76338
141052, 14011
127585, 36668
49849, 228161
11470, 10285
64635, 35632
12889, 603
54138, 75612
4474, 6589
1635, 8390
2135, 294254
15512, 17654
380688, 294254
211387, 271110
44912, 155
1771, 228150
31011, 9473
209112, 30061
201, 602
1726, 10195
286217, 54320
1726, 271110
1576, 127585
296130, 339677
286217, 157336
51876, 127585
9383, 4512
100402, 271110
196, 105
13183, 272
45612, 4723
1635, 2313
14069, 4723
193687, 4928
55931, 15877
834, 673
1738, 58
59678, 27576
70981, 299687
72190, 19204
834, 12444
37707, 38055
135397, 76341
49047, 157336
201, 152
44912, 30061
240832, 37265
1255, 2062
62215, 762
13475, 602
97020, 4723
51876, 36668
106, 49849
4723, 245891
101299, 59967
2135, 157336
4474, 9671
8338, 5876
12889, 157336
9016, 85
238615, 97051
11470, 679
19959, 17431
2114, 136797
70160, 9323
157350, 40508
6479, 296
238615, 9388
72559, 101299
11548, 19995
34851, 17654
2048, 76341
49049, 76341
10304, 644
87421, 281957
211387, 24428
114478, 299687
1577, 140300
4474, 308
76726, 216282
7512, 1103
11551, 424
102899, 10195
11299, 11675
228161, 157336
348, 228161
9480, 155
435, 534
2787, 238636
55931, 13475
957, 698
63, 4723
8843, 5486
140607, 11
36648, 1924
251516, 228150
36586, 99861
2756, 11607
71469, 43933
69315, 1891
59967, 76341
72710, 299687
31867, 35791
299687, 157336
39254, 307081
2114, 955
12437, 9665
7551, 87101
348, 679
44943, 602
60935, 253412
39254, 5876
55931, 4723
38321, 46522
244267, 231576
45612, 807
101299, 76341
10679, 290015
49047, 40430
10200, 602
331446, 205321
157353, 157336
246655, 76338
926, 70160
31011, 269149
13811, 186929
24428, 10195
74, 299687
135397, 329
2789, 6479
12437, 24021
8338, 16
152, 157336
262500, 131634
1487, 1924
1903, 321697
157350, 198663
297556, 183011
395, 299687
13811, 602
2048, 177572
818, 27576
242095, 33613
8078, 299687
8285, 607
5876, 124905
13183, 155
9480, 102899
9920, 27576
45612, 27576
9480, 49026
8870, 157336
238615, 4507
299687, 602
97370, 299687
38, 12225
42188, 4507
9928, 196
1771, 271110
19995, 10681
2789, 950
257344, 269100
2675, 679
31867, 1577
9928, 530
299536, 76338
9323, 296
1724, 99861
106, 299687
20526, 264660
34851, 602
49530, 157336
88751, 11571
17654, 840
4723, 4507
61791, 6950
8698, 605
59678, 137113
1487, 1452
49047, 286217
11551, 602
2048, 59967
431, 81463
13648, 294254
438, 979
299534, 10195
22825, 357096
10559, 76341
198184, 2048
11127, 679
81796, 157336
13183, 75656
152, 603
10138, 1726
124905, 15766
11470, 13207
13460, 240832
64635, 27576
49047, 118340
8645, 664
10045, 194
170, 72190
127585, 36658
72559, 27576
39254, 70
198663, 294254
8285, 13183
8836, 273481
127585, 36657
158852, 14161
36648, 155
49049, 281957
240832, 258480
218, 157336
31867, 10274
8843, 8090
338676, 159824
12437, 967
49049, 10651
81, 605
10865, 150689
926, 563
68724, 2103
1954, 87101
71469, 299687
957, 62
170, 49901
81, 157336
228161, 118340
280, 11633
75612, 602
158852, 196
869, 157336
11633, 76341
110415, 7191
297761, 30061
12914, 13475
283995, 76338
1576, 294254
2787, 1562
869, 679
251516, 135397
11633, 296
36648, 49521
118340, 76338
2067, 286217
49529, 49849
38055, 4723
348, 602
16258, 27576
49521, 9531
102899, 271110
196, 8366
238615, 334074
196, 11040
37686, 281957
72190, 15762
10200, 846
9381, 17
51876, 867
16577, 293660
238615, 602
44943, 14161
8078, 140607
2756, 660
10796, 1213
157336, 19913
193687, 16642
834, 181533
280, 114372
206487, 87101
1771, 99861
10483, 11322
10559, 281957
19959, 9304
72190, 8408
227719, 76726
7299, 613
297761, 155
262543, 157336
70160, 124787
131631, 9323
70981, 49849
106, 7453
91314, 840
380688, 110415
218043, 37302
262504, 294254
193687, 55721
180, 7980
14869, 101299
6479, 294254
1577, 1576
360799, 286217
10679, 204474
2787, 281957
72710, 602
262500, 198663
11253, 166424
166424, 100402
12244, 76341
1272, 957
8645, 7980
152, 172
72710, 24428
1726, 76338
11548, 840
19995, 49529
170, 668
100402, 99861
37707, 329
62215, 82507
6795, 602
34851, 19995
7512, 9388
218784, 299824
299536, 99861
5549, 27576
38, 27066
36648, 8536
957, 679
9693, 602
8965, 10195
9693, 604
76757, 118340
228161, 602
2067, 602
198184, 605
8452, 262500
7191, 602
283995, 299536
6795, 157336
246655, 271110
360799, 68718
140607, 1892
366924, 30061
10138, 76338
228066, 159824
12244, 131631
1895, 1892
1895, 1891
11299, 955
68724, 157336
218, 603
1954, 137113
45612, 105
296, 157336
44912, 183011
271110, 99861
32985, 68735
13811, 8461
15512, 19995
869, 62
110415, 26390
332502, 62
114478, 679
293660, 10195
54138, 286217
307663, 603
307663, 604
307663, 605
68721, 99861
605, 140300
12914, 4723
193687, 27576
158015, 242582
68724, 62
27205, 336004
8645, 8656
20526, 603
10881, 12437
9920, 26725
840, 828
11253, 76338
152601, 604
152601, 605
154, 152
14069, 86331
91314, 15618
152601, 603
435, 95
228161, 299687
166424, 99861
14161, 27576
100402, 284053
10865, 109445
44943, 7191
83542, 817
141052, 30061
10200, 38356
1576, 246655
1635, 858
180, 644
262504, 76341
957, 348
1954, 4723
8698, 157336
83542, 818
41154, 118340
929, 72559
338676, 127585
438, 357096
10559, 101299
293660, 68721
12244, 604
74, 10999
9381, 101299
8843, 181283
293660, 271110
102899, 100402
44912, 76338
9381, 1372
1724, 271110
262500, 76341
39538, 149
10881, 4723
11548, 286217
2103, 62
10771, 27576
11127, 157336
19959, 83542
39538, 157336
97020, 87101
8965, 762
9323, 87101
68726, 140607
257344, 4723
42188, 810
8870, 177572
131631, 110415
5137, 691
118340, 286217
37933, 866
1398, 544
431, 285840
17654, 8836
10328, 87897
5137, 657
299538, 271110
19995, 602
180, 861
244267, 1018
2067, 157336
71469, 602
158852, 165
929, 260
16258, 245891
299536, 10195
87101, 605
299538, 76338
299687, 140607
196, 165
37686, 27576
9620, 534
157336, 27576
218784, 101299
5549, 281
8452, 17431
8698, 296
228066, 49017
1452, 1924
11470, 95
14161, 7191
644, 603
19901, 68718
206487, 127585
840, 608
283995, 118340
10483, 165
198663, 49049
170, 294254
9606, 241251
840, 601
297556, 14011
297556, 76589
211387, 68721
338676, 246655
119450, 14139
81796, 62
140607, 1894
140607, 1895
75612, 286217
929, 502
240832, 292431
293660, 24428
10679, 289927
9480, 76338
107985, 158852
644, 78
8870, 76341
228066, 1487
37933, 27022
12914, 41154
209112, 49521
72545, 177677
2114, 9016
102899, 99861
19901, 263472
20504, 131631
83542, 1635
62215, 15624
8078, 157336
19959, 818
97370, 602
9383, 9426
10865, 22
604, 140300
279229, 127585
64635, 37724
32985, 134597
9738, 11188
332502, 238615
131631, 294254
69315, 602
201, 172
1255, 10999
10138, 68721
72190, 49901
3509, 604
3509, 605
299534, 271110
264660, 296
145135, 321258
145135, 17654
198184, 87101
818, 817
2789, 9659
10771, 207703
19901, 15762
8870, 286217
118340, 99861
299534, 99861
38321, 19877
251516, 140300
2114, 435
135397, 7191
10045, 75656
20504, 262500
20504, 76341
80274, 602
8836, 840
124905, 1682
8078, 602
5137, 646
24428, 76338
1903, 604
8338, 13885
534, 603
438, 39918
137113, 19995
3509, 101299
395, 602
218, 87101
44833, 3034
10559, 59967
80274, 118340
11127, 602
279229, 4723
193687, 29062
9606, 122
299536, 284053
8338, 901
55931, 220289
14069, 292431
70981, 602
218, 296
8452, 157350
209112, 271110
49529, 76341
158852, 602
46529, 607
46529, 608
158015, 263472
81796, 19995
39254, 1366
2675, 11544
926, 286217
240832, 263472
929, 49022
122906, 1375
72710, 137113
8843, 273481
283995, 99861
