279229, 87101
49530, 318846
46529, 955
152, 296
271110, 10195
11253, 99861
127585, 246655
102899, 76338
297761, 76338
264660, 157336
10559, 258480
926, 1892
299687, 118340
395, 679
284053, 1771
604, 2048
1726, 284053
141052, 49521
145135, 137113
246655, 100402
17431, 602
78, 87101
13460, 13475
9928, 105
23048, 55580
20526, 157336
51876, 246655
59967, 281957
16258, 979
63, 294254
9620, 272112
2789, 294963
131631, 70160
39538, 360784
13475, 152
11299, 10439
76757, 157336
10483, 196
534, 78
12889, 296
366924, 14011
12180, 1894
366924, 76589
6479, 534
211387, 1726
19901, 7341
36586, 155
87421, 157336
68726, 177572
7453, 679
5137, 699
1255, 49519
301728, 77946
1272, 95
9381, 4723
296, 87101
72559, 14869
87421, 76341
157336, 602
12889, 87101
2277, 157336
10881, 7555
157353, 604
68726, 135397
262543, 76341
19959, 1635
5137, 668
431, 281957
49521, 1924
1771, 24428
10045, 306819
280, 534
14161, 602
100402, 10195
31867, 7737
1927, 99861
88751, 425
31867, 314
218043, 352043
366924, 155
59967, 357096
242095, 201088
10386, 91314
9606, 37265
42188, 275949
68724, 19761
107985, 14161
10304, 11544
2135, 87101
294254, 110415
16577, 271110
11127, 19995
605, 98566
158015, 136835
242095, 65754
331446, 286217
1927, 155
20504, 198663
81, 602
97370, 140607
9920, 19936
11548, 16866
228161, 7453
438, 81463
1954, 127585
11633, 78
10304, 16866
106, 137113
296130, 22618
157350, 16314
380688, 49051
91314, 177572
166424, 24428
7512, 281
22825, 281957
5549, 8090
1452, 8536
818, 277216
16577, 284053
55931, 2666
75612, 157336
110415, 9659
7191, 27576
9620, 346873
122906, 157336
271110, 49521
54138, 602
17431, 157336
14869, 281957
244267, 242095
218784, 49017
107985, 602
2067, 95
9738, 9806
534, 87101
331446, 5876
63, 76341
59967, 36349
62764, 299822
262500, 294254
68726, 76341
296, 534
7551, 75656
11633, 87101
8285, 668
360799, 258480
68721, 271110
44833, 22825
59678, 7453
157336, 4507
1398, 828
9480, 271110
8870, 87101
360799, 181533
294254, 76341
9620, 603
141052, 251768
1255, 62177
9928, 165
10881, 602
71469, 24428
957, 602
440, 602
307663, 62
6795, 19995
332502, 602
299536, 271110
1452, 30061
1255, 659
78, 9323
395, 7453
44912, 14011
36586, 76338
31011, 4507
17431, 264644
10771, 37724
118340, 157336
2675, 602
38321, 26300
11253, 24428
283995, 271110
23048, 68718
60935, 44214
107985, 109414
41154, 348
8285, 956
49049, 4638
198663, 185063
608, 395
